Producto,Variedad,Precio Min.,Precio Max.,Precio Prom.,Fecha
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,28/06/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,28/06/2025
OTROS PROD.AGRIC.,YACON,3.0,4.5,3.88,28/06/2025
OTROS PROD.AGRIC.,AGUAYMANTO,5.0,6.0,5.5,28/06/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,5.0,6.0,5.38,28/06/2025
OTROS PROD.AGRIC.,ACEITUNA,20.0,26.0,23.0,28/06/2025
CARAMBOLA,CARAMBOLA,1.42,1.67,1.54,28/06/2025
DURAZNO,DURAZNO,5.0,8.0,6.13,28/06/2025
FRESA,FRESA ROJA,4.5,6.5,5.5,28/06/2025
GRANADILLA,GRANADILLA (SELVA),3.5,6.0,4.75,28/06/2025
PEPINO,PEPINO RAYADO O MELON,5.0,5.5,5.35,28/06/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,28/06/2025
PLATANOS,PLATANOS SEDA,2.36,2.79,2.61,28/06/2025
PLATANOS,PLATANOS ISLA,2.4,3.0,2.6,28/06/2025
PLATANOS,PLATANOS BISCOCHITO,2.5,3.0,2.83,28/06/2025
PLATANOS,PLATANOS BELLACO,3.3,4.0,3.58,28/06/2025
PLATANOS,PLATANOS PALILLO,3.0,4.5,3.63,28/06/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),3.0,4.0,3.5,28/06/2025
MANGO,MANGO HADEN/HAYDE,2.5,3.0,2.67,28/06/2025
MANGO,MANGO KENT(COSTA),3.0,3.5,3.38,28/06/2025
MANGO,MANGO EDWARD PLANTA,9.5,10.0,9.88,28/06/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),3.45,4.0,3.61,28/06/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,3.7,4.6,4.29,28/06/2025
MANZANA,MANZANA ISRAEL,3.5,5.5,4.5,28/06/2025
MANZANA,MANZANA CHILENA ROJA,8.0,10.0,9.0,28/06/2025
MANZANA,MANZANA CHILENA VERDE,10.0,11.0,10.38,28/06/2025
MANZANA,MANZANA CHILENA FUJI,9.0,10.0,9.67,28/06/2025
MANZANA,MANZANA CHILENA ROYAL,8.5,10.0,9.13,28/06/2025
MANZANA,MANZANA GOLDEN,4.0,4.5,4.25,28/06/2025
MARACUYA,MARACUYA (COSTA),2.3,2.5,2.38,28/06/2025
TUNA,TUNA HUAROCHIRI,3.55,4.5,4.06,28/06/2025
SANDIA,SANDIA,2.0,2.2,2.13,28/06/2025
COCONA,COCONA SELVA,4.2,5.5,4.8,28/06/2025
NARANJA,NARANJA VALENCIA (SELVA),1.14,1.36,1.26,28/06/2025
NARANJA,NARANJA HUANDO,5.0,6.0,5.25,28/06/2025
PI?A,PI?A HAWAYANA,2.0,2.3,2.2,28/06/2025
PI?A,PI?A GOLDEN,1.89,2.06,1.97,28/06/2025
PALTA,PALTA HALL (COSTA),3.0,4.5,3.75,28/06/2025
PALTA,PALTA FUERTE (COSTA),4.0,5.0,4.5,28/06/2025
PAPAYA,PAPAYA SELVA,2.31,2.5,2.39,28/06/2025
MEMBRILLO,MEMBRILLO,5.0,6.0,5.38,28/06/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,6.0,9.0,7.5,28/06/2025
OTRAS FRUTAS,GRANADA (COSTA),5.0,9.0,7.38,28/06/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),2.0,2.5,2.38,28/06/2025
OTRAS FRUTAS,LUCUMA,7.0,8.5,7.88,28/06/2025
OTRAS FRUTAS,PITAHAYA,14.0,15.0,14.63,28/06/2025
OTRAS FRUTAS,PACAY,7.0,8.0,7.4,28/06/2025
OTRAS FRUTAS,ARANDANOS,23.0,28.0,25.25,28/06/2025
COCO,COCO(COSTA/SELVA),2.0,2.33,2.25,28/06/2025
CHIRIMOYA,CHIRIMOYA CUMBE,4.0,6.0,4.75,28/06/2025
MANDARINA,MANDARINA,2.3,2.5,2.38,28/06/2025
MELON,MELON,2.8,4.0,3.33,28/06/2025
GUANABANA,GUANABANA,4.5,6.0,5.38,28/06/2025
ACELGA,ACELGA,4.5,5.0,4.75,29/06/2025
AJI,AJI AMARILLO SECO,16.0,20.0,17.75,29/06/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,2.0,2.5,2.25,29/06/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),7.0,8.0,7.5,29/06/2025
AJI,AJI SECO PANCA,19.0,22.0,20.5,29/06/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),4.44,5.0,4.65,29/06/2025
AJI,AJI PAPRIKA,15.0,17.0,15.75,29/06/2025
AJO,AJO PELADO,13.5,14.5,13.88,29/06/2025
AJO,AJO CRIOLLO O NAPURI,9.0,10.0,9.5,29/06/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,11.0,12.0,11.63,29/06/2025
ALBAHACA,ALBAHACA,9.23,10.0,9.73,29/06/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,5.5,6.5,6.19,29/06/2025
APIO,APIO,1.33,2.33,1.83,29/06/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),5.5,6.0,5.7,29/06/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,5.0,5.8,5.45,29/06/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),5.6,7.2,6.4,29/06/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),2.67,3.33,3.0,29/06/2025
CAIGUA,CAIGUA (SELVA),2.33,2.67,2.55,29/06/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.38,1.75,1.54,29/06/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,1.0,1.1,1.06,29/06/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,2.5,2.8,2.63,29/06/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,1.6,2.0,1.83,29/06/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1.1,1.4,1.25,29/06/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),2.0,2.5,2.25,29/06/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),0.71,0.86,0.81,29/06/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),0.86,1.0,0.95,29/06/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),4.0,4.67,4.42,29/06/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,3.1,3.33,3.24,29/06/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,8.0,7.25,29/06/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.0,3.0,2.5,29/06/2025
FREJOL,FREJOL VERDE CANARIO,2.6,3.0,2.78,29/06/2025
HABA,HABA VERDE SERRANA,1.3,1.6,1.45,29/06/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.41,1.76,1.62,29/06/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,4.0,6.0,5.25,29/06/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,2.5,3.33,3.02,29/06/2025
HORTALIZAS CHINAS,PACCHOY,6.67,8.33,7.5,29/06/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),4.0,5.0,4.38,29/06/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,29/06/2025
HORTALIZAS CHINAS,BROCOLI,2.0,3.0,2.5,29/06/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),4.35,5.22,4.57,29/06/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.0,1.33,1.17,29/06/2025
LECHUGA,LECHUGA CRIOLLA SEDA,2.67,3.33,2.92,29/06/2025
LECHUGA,LECHUGA SERRANA SEDA,2.67,3.33,2.84,29/06/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.33,1.58,1.44,29/06/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,29/06/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,29/06/2025
LIMON,LIMON CITRICO CAJON,1.74,2.17,1.9,29/06/2025
LIMON,LIMON CITRICO BOLSA,1.56,2.67,2.0,29/06/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,4.6,5.0,4.8,29/06/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,10.75,29/06/2025
NABO,NABO (CRIOLLO/SERRANO),7.0,8.0,7.25,29/06/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,29/06/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,29/06/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.0,2.5,2.2,29/06/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),1.2,1.5,1.35,29/06/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,3.1,3.4,3.25,29/06/2025
PAPA,PAPA AMARILLA,2.2,2.4,2.33,29/06/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1.35,1.5,1.44,29/06/2025
PAPA,PAPA COLOR/VALLE/OTROS,1.35,1.5,1.41,29/06/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.6,1.8,1.68,29/06/2025
PAPA,PAPA HUAMANTANGA,1.7,1.9,1.83,29/06/2025
PAPA,PAPA NEGRA ANDINA,1.2,1.3,1.28,29/06/2025
PAPA,PAPA PERUANITA (INJERTO),1.9,2.1,1.98,29/06/2025
PAPA,PAPA YUNGAY,1.35,1.5,1.44,29/06/2025
PAPA,PAPA UNICA,1.35,1.5,1.44,29/06/2025
PAPA,PAPA CANCHAN,1.3,1.5,1.39,29/06/2025
PEPINILLO,PEPINILLO,1.0,1.5,1.25,29/06/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),2.0,2.5,2.2,29/06/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,1.67,2.22,1.88,29/06/2025
PORO,PORO (CRIOLLO/SERRANO),1.15,1.54,1.4,29/06/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),5.33,6.67,6.17,29/06/2025
TOMATE,TOMATE CHERRY,5.0,8.0,6.17,29/06/2025
TOMATE,TOMATE ORGANICO,2.5,3.5,3.0,29/06/2025
TOMATE,TOMATE KATIA,1.82,2.27,1.99,29/06/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,3.5,4.0,3.7,29/06/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),1.6,2.0,1.75,29/06/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),1.18,1.36,1.27,29/06/2025
ZAPALLO,ZAPALLO ITALIANO,1.17,1.5,1.31,29/06/2025
ZAPALLO,ZAPALLO LOCHE,6.67,10.0,8.34,29/06/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.0,1.4,1.23,29/06/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,29/06/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,29/06/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.25,1.5,1.42,29/06/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,29/06/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,29/06/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,29/06/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,29/06/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,29/06/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,29/06/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,29/06/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,29/06/2025
OTROS PROD.AGRIC.,YACON,3.0,4.5,3.88,29/06/2025
OTROS PROD.AGRIC.,AGUAYMANTO,5.0,6.0,5.5,29/06/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,5.0,6.0,5.38,29/06/2025
OTROS PROD.AGRIC.,ACEITUNA,20.0,26.0,23.0,29/06/2025
CARAMBOLA,CARAMBOLA,1.42,1.67,1.54,29/06/2025
DURAZNO,DURAZNO,5.0,8.0,6.13,29/06/2025
FRESA,FRESA ROJA,4.5,6.5,5.5,29/06/2025
GRANADILLA,GRANADILLA (SELVA),3.5,6.0,4.75,29/06/2025
PEPINO,PEPINO RAYADO O MELON,5.0,5.5,5.35,29/06/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,29/06/2025
PLATANOS,PLATANOS SEDA,2.36,2.79,2.61,29/06/2025
PLATANOS,PLATANOS ISLA,2.4,3.0,2.6,29/06/2025
PLATANOS,PLATANOS BISCOCHITO,2.5,3.0,2.83,29/06/2025
PLATANOS,PLATANOS BELLACO,3.3,4.0,3.58,29/06/2025
PLATANOS,PLATANOS PALILLO,3.0,4.5,3.63,29/06/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),3.0,4.0,3.5,29/06/2025
MANGO,MANGO HADEN/HAYDE,2.5,3.0,2.67,29/06/2025
MANGO,MANGO KENT(COSTA),3.0,3.5,3.38,29/06/2025
MANGO,MANGO EDWARD PLANTA,9.5,10.0,9.88,29/06/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),3.45,4.0,3.61,29/06/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,3.7,4.6,4.29,29/06/2025
MANZANA,MANZANA ISRAEL,3.5,5.5,4.5,29/06/2025
MANZANA,MANZANA CHILENA ROJA,8.0,10.0,9.0,29/06/2025
MANZANA,MANZANA CHILENA VERDE,10.0,11.0,10.38,29/06/2025
MANZANA,MANZANA CHILENA FUJI,9.0,10.0,9.67,29/06/2025
MANZANA,MANZANA CHILENA ROYAL,8.5,10.0,9.13,29/06/2025
MANZANA,MANZANA GOLDEN,4.0,4.5,4.25,29/06/2025
MARACUYA,MARACUYA (COSTA),2.3,2.5,2.38,29/06/2025
TUNA,TUNA HUAROCHIRI,3.55,4.5,4.06,29/06/2025
SANDIA,SANDIA,2.0,2.2,2.13,29/06/2025
COCONA,COCONA SELVA,4.2,5.5,4.8,29/06/2025
NARANJA,NARANJA VALENCIA (SELVA),1.14,1.36,1.26,29/06/2025
NARANJA,NARANJA HUANDO,5.0,6.0,5.25,29/06/2025
PI?A,PI?A HAWAYANA,2.0,2.3,2.2,29/06/2025
PI?A,PI?A GOLDEN,1.89,2.06,1.97,29/06/2025
PALTA,PALTA HALL (COSTA),3.0,4.5,3.75,29/06/2025
PALTA,PALTA FUERTE (COSTA),4.0,5.0,4.5,29/06/2025
PAPAYA,PAPAYA SELVA,2.31,2.5,2.39,29/06/2025
MEMBRILLO,MEMBRILLO,5.0,6.0,5.38,29/06/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,6.0,9.0,7.5,29/06/2025
OTRAS FRUTAS,GRANADA (COSTA),5.0,9.0,7.38,29/06/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),2.0,2.5,2.38,29/06/2025
OTRAS FRUTAS,LUCUMA,7.0,8.5,7.88,29/06/2025
OTRAS FRUTAS,PITAHAYA,14.0,15.0,14.63,29/06/2025
OTRAS FRUTAS,PACAY,7.0,8.0,7.4,29/06/2025
OTRAS FRUTAS,ARANDANOS,23.0,28.0,25.25,29/06/2025
COCO,COCO(COSTA/SELVA),2.0,2.33,2.25,29/06/2025
CHIRIMOYA,CHIRIMOYA CUMBE,4.0,6.0,4.75,29/06/2025
MANDARINA,MANDARINA,2.3,2.5,2.38,29/06/2025
MELON,MELON,2.8,4.0,3.33,29/06/2025
GUANABANA,GUANABANA,4.5,6.0,5.38,29/06/2025
ACELGA,ACELGA,4.5,5.0,4.63,30/06/2025
AJI,AJI AMARILLO SECO,19.0,24.0,21.25,30/06/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,1.8,2.5,2.13,30/06/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),7.0,8.5,7.75,30/06/2025
AJI,AJI SECO PANCA,30.0,36.0,32.75,30/06/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),3.89,4.44,4.17,30/06/2025
AJI,AJI PAPRIKA,21.0,25.0,22.75,30/06/2025
AJO,AJO PELADO,13.0,13.5,13.38,30/06/2025
AJO,AJO CRIOLLO O NAPURI,11.0,12.0,11.25,30/06/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,14.0,16.0,15.25,30/06/2025
ALBAHACA,ALBAHACA,9.23,10.77,9.81,30/06/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,5.5,6.5,6.19,30/06/2025
APIO,APIO,2.0,2.67,2.33,30/06/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),5.5,6.0,5.7,30/06/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,4.0,6.0,5.2,30/06/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),5.6,7.2,6.2,30/06/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),2.67,3.33,3.0,30/06/2025
CAIGUA,CAIGUA (SELVA),2.33,2.67,2.47,30/06/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.38,1.75,1.54,30/06/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,1.0,1.1,1.08,30/06/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1.3,1.7,1.53,30/06/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,1.5,1.6,1.55,30/06/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1.3,2.0,1.56,30/06/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),2.0,2.5,2.25,30/06/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),0.71,0.86,0.77,30/06/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),0.86,1.0,0.94,30/06/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),4.33,5.33,4.75,30/06/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,3.1,3.33,3.22,30/06/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,7.0,6.75,30/06/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.0,3.0,2.63,30/06/2025
FREJOL,FREJOL VERDE CANARIO,2.6,3.0,2.78,30/06/2025
HABA,HABA VERDE SERRANA,1.3,2.5,1.95,30/06/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.76,2.35,2.06,30/06/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,4.0,6.0,5.25,30/06/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,2.5,3.33,2.92,30/06/2025
HORTALIZAS CHINAS,PACCHOY,6.67,8.33,7.5,30/06/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),4.0,4.5,4.38,30/06/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,30/06/2025
HORTALIZAS CHINAS,BROCOLI,3.0,4.0,3.38,30/06/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),4.35,6.09,5.22,30/06/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.33,1.83,1.54,30/06/2025
LECHUGA,LECHUGA CRIOLLA SEDA,2.67,3.33,2.92,30/06/2025
LECHUGA,LECHUGA SERRANA SEDA,2.67,3.33,2.84,30/06/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.33,1.58,1.44,30/06/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,30/06/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,30/06/2025
LIMON,LIMON CITRICO CAJON,1.74,2.17,2.01,30/06/2025
LIMON,LIMON CITRICO BOLSA,1.78,2.22,2.0,30/06/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,4.0,4.8,4.45,30/06/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,10.75,30/06/2025
NABO,NABO (CRIOLLO/SERRANO),7.0,8.0,7.5,30/06/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,30/06/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,30/06/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.0,2.5,2.2,30/06/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),1.2,1.5,1.35,30/06/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,3.1,3.4,3.25,30/06/2025
PAPA,PAPA AMARILLA,2.2,3.0,2.68,30/06/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1.35,1.5,1.43,30/06/2025
PAPA,PAPA COLOR/VALLE/OTROS,1.38,1.5,1.44,30/06/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.7,2.0,1.88,30/06/2025
PAPA,PAPA HUAMANTANGA,2.0,2.2,2.08,30/06/2025
PAPA,PAPA NEGRA ANDINA,1.3,1.5,1.4,30/06/2025
PAPA,PAPA PERUANITA (INJERTO),2.0,2.3,2.2,30/06/2025
PAPA,PAPA YUNGAY,1.3,1.5,1.45,30/06/2025
PAPA,PAPA UNICA,1.1,1.5,1.39,30/06/2025
PAPA,PAPA CANCHAN,1.3,1.5,1.43,30/06/2025
PEPINILLO,PEPINILLO,1.17,1.67,1.42,30/06/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),2.0,2.5,2.13,30/06/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,1.39,1.94,1.67,30/06/2025
PORO,PORO (CRIOLLO/SERRANO),1.15,1.54,1.35,30/06/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),5.73,6.67,6.27,30/06/2025
TOMATE,TOMATE CHERRY,5.0,8.0,6.17,30/06/2025
TOMATE,TOMATE ORGANICO,2.5,3.5,3.0,30/06/2025
TOMATE,TOMATE KATIA,1.82,2.27,2.05,30/06/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,3.5,4.0,3.7,30/06/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),1.8,2.0,1.93,30/06/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),1.18,1.55,1.34,30/06/2025
ZAPALLO,ZAPALLO ITALIANO,1.33,1.67,1.46,30/06/2025
ZAPALLO,ZAPALLO LOCHE,6.67,10.0,9.0,30/06/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.1,1.5,1.28,30/06/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,30/06/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,30/06/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.25,1.5,1.42,30/06/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,30/06/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,30/06/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,30/06/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,30/06/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,30/06/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,30/06/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,30/06/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,30/06/2025
OTROS PROD.AGRIC.,YACON,3.0,4.5,3.88,30/06/2025
OTROS PROD.AGRIC.,AGUAYMANTO,5.0,6.0,5.5,30/06/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,5.0,6.0,5.38,30/06/2025
OTROS PROD.AGRIC.,ACEITUNA,20.0,26.0,23.0,30/06/2025
CARAMBOLA,CARAMBOLA,1.42,1.67,1.54,30/06/2025
DURAZNO,DURAZNO,5.0,8.0,6.13,30/06/2025
FRESA,FRESA ROJA,4.5,6.5,5.5,30/06/2025
GRANADILLA,GRANADILLA (SELVA),3.5,6.0,4.75,30/06/2025
PEPINO,PEPINO RAYADO O MELON,5.0,5.5,5.35,30/06/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,30/06/2025
PLATANOS,PLATANOS SEDA,2.36,2.79,2.61,30/06/2025
PLATANOS,PLATANOS ISLA,2.4,3.0,2.6,30/06/2025
PLATANOS,PLATANOS BISCOCHITO,2.5,3.0,2.83,30/06/2025
PLATANOS,PLATANOS BELLACO,3.3,4.0,3.58,30/06/2025
PLATANOS,PLATANOS PALILLO,3.0,4.5,3.63,30/06/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),3.0,4.0,3.5,30/06/2025
MANGO,MANGO HADEN/HAYDE,2.5,3.0,2.67,30/06/2025
MANGO,MANGO KENT(COSTA),3.0,3.5,3.38,30/06/2025
MANGO,MANGO EDWARD PLANTA,9.5,10.0,9.88,30/06/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),3.45,4.0,3.61,30/06/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,3.7,4.6,4.29,30/06/2025
MANZANA,MANZANA ISRAEL,3.5,5.5,4.5,30/06/2025
MANZANA,MANZANA CHILENA ROJA,8.0,10.0,9.0,30/06/2025
MANZANA,MANZANA CHILENA VERDE,10.0,11.0,10.38,30/06/2025
MANZANA,MANZANA CHILENA FUJI,9.0,10.0,9.67,30/06/2025
MANZANA,MANZANA CHILENA ROYAL,8.5,10.0,9.13,30/06/2025
MANZANA,MANZANA GOLDEN,4.0,4.5,4.25,30/06/2025
MARACUYA,MARACUYA (COSTA),2.3,2.5,2.38,30/06/2025
TUNA,TUNA HUAROCHIRI,3.55,4.5,4.06,30/06/2025
SANDIA,SANDIA,2.0,2.2,2.13,30/06/2025
COCONA,COCONA SELVA,4.2,5.5,4.8,30/06/2025
NARANJA,NARANJA VALENCIA (SELVA),1.14,1.36,1.26,30/06/2025
NARANJA,NARANJA HUANDO,5.0,6.0,5.25,30/06/2025
PI?A,PI?A HAWAYANA,2.0,2.3,2.2,30/06/2025
PI?A,PI?A GOLDEN,1.89,2.06,1.97,30/06/2025
PALTA,PALTA HALL (COSTA),3.0,4.5,3.75,30/06/2025
PALTA,PALTA FUERTE (COSTA),4.0,5.0,4.5,30/06/2025
PAPAYA,PAPAYA SELVA,2.31,2.5,2.39,30/06/2025
MEMBRILLO,MEMBRILLO,5.0,6.0,5.38,30/06/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,6.0,9.0,7.5,30/06/2025
OTRAS FRUTAS,GRANADA (COSTA),5.0,9.0,7.38,30/06/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),2.0,2.5,2.38,30/06/2025
OTRAS FRUTAS,LUCUMA,7.0,8.5,7.88,30/06/2025
OTRAS FRUTAS,PITAHAYA,14.0,15.0,14.63,30/06/2025
OTRAS FRUTAS,PACAY,7.0,8.0,7.4,30/06/2025
