Producto,Variedad,Precio Min.,Precio Max.,Precio Prom.,Fecha
PAPA,PAPA CANCHAN,0.8,1.0,0.91,04/03/2025
PEPINILLO,PEPINILLO,0.83,1.33,1.04,04/03/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),3.5,4.0,3.75,04/03/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,6.67,7.22,6.95,04/03/2025
PORO,PORO (CRIOLLO/SERRANO),1.92,2.31,2.17,04/03/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),4.67,5.33,4.84,04/03/2025
TOMATE,TOMATE CHERRY,5.0,5.0,5.0,04/03/2025
TOMATE,TOMATE ORGANICO,4.0,4.0,4.0,04/03/2025
TOMATE,TOMATE KATIA,3.64,4.09,3.92,04/03/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,2.2,2.5,2.35,04/03/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),2.1,2.6,2.4,04/03/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),0.73,0.91,0.84,04/03/2025
ZAPALLO,ZAPALLO ITALIANO,0.67,1.0,0.86,04/03/2025
ZAPALLO,ZAPALLO LOCHE,8.67,10.67,9.67,04/03/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.1,1.5,1.28,04/03/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,04/03/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,04/03/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.5,1.67,1.56,04/03/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,04/03/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,04/03/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,04/03/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,04/03/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,04/03/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,04/03/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,04/03/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,04/03/2025
OTROS PROD.AGRIC.,YACON,5.0,7.0,6.0,04/03/2025
OTROS PROD.AGRIC.,AGUAYMANTO,6.0,7.0,6.45,04/03/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,4.5,5.5,5.0,04/03/2025
OTROS PROD.AGRIC.,ACEITUNA,19.0,23.0,21.25,04/03/2025
CARAMBOLA,CARAMBOLA,1.5,2.08,1.79,04/03/2025
DURAZNO,DURAZNO,4.0,6.0,5.13,04/03/2025
FRESA,FRESA ROJA,4.0,6.0,5.13,04/03/2025
GRANADILLA,GRANADILLA (SELVA),5.5,6.5,6.0,04/03/2025
PEPINO,PEPINO RAYADO O MELON,3.0,4.0,3.63,04/03/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,04/03/2025
PLATANOS,PLATANOS SEDA,2.43,2.57,2.5,04/03/2025
PLATANOS,PLATANOS ISLA,2.5,3.5,2.95,04/03/2025
PLATANOS,PLATANOS BISCOCHITO,2.7,3.0,2.88,04/03/2025
PLATANOS,PLATANOS BELLACO,3.0,4.5,3.75,04/03/2025
PLATANOS,PLATANOS PALILLO,3.0,3.5,3.33,04/03/2025
UVA,UVA BORGO?A NEGRA,5.0,6.0,5.63,04/03/2025
UVA,UVA ITALIA,3.5,5.0,4.13,04/03/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),3.0,4.0,3.5,04/03/2025
MANGO,MANGO HADEN/HAYDE,2.3,2.5,2.43,04/03/2025
MANGO,MANGO KENT(COSTA),1.6,2.0,1.85,04/03/2025
MANGO,MANGO EDWARD PLANTA,5.0,6.0,5.38,04/03/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),2.5,3.0,2.7,04/03/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,2.0,2.5,2.25,04/03/2025
MANZANA,MANZANA ISRAEL,2.4,3.0,2.63,04/03/2025
MANZANA,MANZANA CHILENA ROJA,9.0,10.0,9.5,04/03/2025
MANZANA,MANZANA CHILENA VERDE,9.5,10.0,9.88,04/03/2025
MANZANA,MANZANA CHILENA FUJI,7.5,8.0,7.83,04/03/2025
MANZANA,MANZANA CHILENA ROYAL,7.5,9.0,8.25,04/03/2025
MANZANA,MANZANA GOLDEN,3.5,4.2,3.93,04/03/2025
MARACUYA,MARACUYA (COSTA),2.2,2.5,2.33,04/03/2025
TUNA,TUNA HUAROCHIRI,3.5,4.0,3.88,04/03/2025
SANDIA,SANDIA,1.0,1.1,1.03,04/03/2025
COCONA,COCONA SELVA,4.5,5.5,5.0,04/03/2025
NARANJA,NARANJA VALENCIA (SELVA),2.5,2.91,2.74,04/03/2025
NARANJA,NARANJA HUANDO,5.5,6.0,5.75,04/03/2025
PI?A,PI?A HAWAYANA,2.3,2.6,2.45,04/03/2025
PI?A,PI?A GOLDEN,1.94,2.22,2.07,04/03/2025
PALTA,PALTA FUERTE (COSTA),4.5,6.0,5.25,04/03/2025
PAPAYA,PAPAYA SELVA,1.25,1.56,1.39,04/03/2025
MELOCOTON,MELOCOTON,5.5,6.5,6.13,04/03/2025
MEMBRILLO,MEMBRILLO,3.2,4.0,3.5,04/03/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,6.5,8.0,7.13,04/03/2025
OTRAS FRUTAS,GRANADA (COSTA),7.0,9.0,7.75,04/03/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),2.5,3.5,3.0,04/03/2025
OTRAS FRUTAS,LUCUMA,6.5,8.0,7.13,04/03/2025
OTRAS FRUTAS,CIRUELA,4.0,5.0,4.67,04/03/2025
OTRAS FRUTAS,PITAHAYA,4.5,5.5,5.0,04/03/2025
OTRAS FRUTAS,PACAY,5.5,7.0,6.17,04/03/2025
OTRAS FRUTAS,ARANDANOS,10.0,15.0,12.5,04/03/2025
COCO,COCO(COSTA/SELVA),2.0,2.67,2.33,04/03/2025
CHIRIMOYA,CHIRIMOYA CUMBE,5.5,7.0,6.25,04/03/2025
MANDARINA,MANDARINA,2.5,3.3,2.95,04/03/2025
MELON,MELON,1.5,1.8,1.65,04/03/2025
GUANABANA,GUANABANA,5.0,6.5,5.75,04/03/2025
ACELGA,ACELGA,3.5,4.0,3.75,05/03/2025
AJI,AJI AMARILLO SECO,15.0,16.0,15.5,05/03/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3.6,4.0,3.78,05/03/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),11.0,12.0,11.5,05/03/2025
AJI,AJI SECO PANCA,14.0,15.0,14.5,05/03/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),2.22,2.78,2.57,05/03/2025
AJI,AJI PAPRIKA,13.0,14.0,13.5,05/03/2025
AJO,AJO PELADO,8.5,9.0,8.75,05/03/2025
AJO,AJO CRIOLLO O NAPURI,8.5,9.5,9.25,05/03/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,12.0,13.0,12.5,05/03/2025
ALBAHACA,ALBAHACA,3.85,4.62,4.24,05/03/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,3.5,4.5,4.0,05/03/2025
APIO,APIO,4.0,5.33,4.79,05/03/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),4.5,5.5,5.0,05/03/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,4.3,5.0,4.58,05/03/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),3.2,4.8,4.3,05/03/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),2.0,2.67,2.27,05/03/2025
CAIGUA,CAIGUA (SELVA),1.67,2.0,1.84,05/03/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.5,1.75,1.58,05/03/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.7,0.8,0.74,05/03/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1.4,1.8,1.58,05/03/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,1.1,1.3,1.23,05/03/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1.5,1.8,1.65,05/03/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),2.0,2.5,2.38,05/03/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),1.0,1.14,1.07,05/03/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),1.0,1.14,1.04,05/03/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),2.67,3.33,2.92,05/03/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,1.79,2.02,1.93,05/03/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,8.0,7.0,05/03/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.5,3.5,2.88,05/03/2025
FREJOL,FREJOL VERDE CANARIO,3.2,3.6,3.43,05/03/2025
HABA,HABA VERDE SERRANA,0.9,1.2,1.05,05/03/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.53,1.76,1.7,05/03/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,9.0,11.0,10.38,05/03/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,4.17,5.0,4.69,05/03/2025
HORTALIZAS CHINAS,PACCHOY,8.33,10.0,8.96,05/03/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),7.0,8.0,7.38,05/03/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,05/03/2025
HORTALIZAS CHINAS,BROCOLI,2.2,3.0,2.5,05/03/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),3.48,4.35,4.02,05/03/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.67,2.0,1.79,05/03/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.33,4.0,3.58,05/03/2025
LECHUGA,LECHUGA SERRANA SEDA,3.0,3.33,3.17,05/03/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.67,2.0,1.79,05/03/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,05/03/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,05/03/2025
LIMON,LIMON CITRICO CAJON,2.17,2.61,2.34,05/03/2025
LIMON,LIMON CITRICO BOLSA,2.0,2.44,2.22,05/03/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.9,2.1,2.0,05/03/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,05/03/2025
NABO,NABO (CRIOLLO/SERRANO),5.0,5.5,5.25,05/03/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,05/03/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,05/03/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.4,2.7,2.55,05/03/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.2,2.5,2.35,05/03/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,2.2,2.5,2.35,05/03/2025
PAPA,PAPA AMARILLA,2.3,2.6,2.45,05/03/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.75,0.9,0.84,05/03/2025
PAPA,PAPA COLOR/VALLE/OTROS,1.05,1.25,1.13,05/03/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.8,2.0,1.93,05/03/2025
PAPA,PAPA HUAMANTANGA,1.8,1.9,1.85,05/03/2025
PAPA,PAPA NEGRA ANDINA,0.8,1.0,0.9,05/03/2025
PAPA,PAPA PERUANITA (INJERTO),1.7,1.9,1.8,05/03/2025
PAPA,PAPA YUNGAY,0.75,0.9,0.84,05/03/2025
PAPA,PAPA UNICA,1.3,1.5,1.38,05/03/2025
PAPA,PAPA CANCHAN,0.8,1.0,0.91,05/03/2025
PEPINILLO,PEPINILLO,0.83,1.33,1.04,05/03/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),3.5,4.0,3.75,05/03/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,6.67,7.22,6.95,05/03/2025
PORO,PORO (CRIOLLO/SERRANO),1.92,2.31,2.17,05/03/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),4.67,5.33,4.84,05/03/2025
TOMATE,TOMATE CHERRY,5.0,5.0,5.0,05/03/2025
TOMATE,TOMATE ORGANICO,4.0,4.0,4.0,05/03/2025
TOMATE,TOMATE KATIA,3.64,3.86,3.75,05/03/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,2.2,2.6,2.43,05/03/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),2.1,2.6,2.4,05/03/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),0.73,1.0,0.88,05/03/2025
ZAPALLO,ZAPALLO ITALIANO,0.67,1.0,0.86,05/03/2025
ZAPALLO,ZAPALLO LOCHE,8.67,10.67,9.67,05/03/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.1,1.5,1.28,05/03/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,05/03/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,05/03/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.5,1.67,1.56,05/03/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,05/03/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,05/03/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,05/03/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,05/03/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,05/03/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,05/03/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,05/03/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,05/03/2025
OTROS PROD.AGRIC.,YACON,5.0,7.0,6.0,05/03/2025
OTROS PROD.AGRIC.,AGUAYMANTO,6.0,7.0,6.45,05/03/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,4.5,5.5,5.0,05/03/2025
OTROS PROD.AGRIC.,ACEITUNA,19.0,23.0,21.25,05/03/2025
CARAMBOLA,CARAMBOLA,1.5,2.08,1.79,05/03/2025
DURAZNO,DURAZNO,4.0,6.0,5.13,05/03/2025
FRESA,FRESA ROJA,4.0,6.0,5.13,05/03/2025
GRANADILLA,GRANADILLA (SELVA),5.5,6.5,6.0,05/03/2025
PEPINO,PEPINO RAYADO O MELON,3.0,4.0,3.63,05/03/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,05/03/2025
PLATANOS,PLATANOS SEDA,2.43,2.57,2.5,05/03/2025
PLATANOS,PLATANOS ISLA,2.5,3.5,2.95,05/03/2025
PLATANOS,PLATANOS BISCOCHITO,2.7,3.0,2.88,05/03/2025
PLATANOS,PLATANOS BELLACO,3.0,4.5,3.75,05/03/2025
PLATANOS,PLATANOS PALILLO,3.0,3.5,3.33,05/03/2025
UVA,UVA BORGO?A NEGRA,5.0,6.0,5.63,05/03/2025
UVA,UVA ITALIA,3.5,5.0,4.13,05/03/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),3.0,4.0,3.5,05/03/2025
MANGO,MANGO HADEN/HAYDE,2.3,2.5,2.43,05/03/2025
MANGO,MANGO KENT(COSTA),1.6,2.0,1.85,05/03/2025
MANGO,MANGO EDWARD PLANTA,5.0,6.0,5.38,05/03/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),2.5,3.0,2.7,05/03/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,2.0,2.5,2.25,05/03/2025
MANZANA,MANZANA ISRAEL,2.4,3.0,2.63,05/03/2025
MANZANA,MANZANA CHILENA ROJA,9.0,10.0,9.5,05/03/2025
MANZANA,MANZANA CHILENA VERDE,9.5,10.0,9.88,05/03/2025
MANZANA,MANZANA CHILENA FUJI,7.5,8.0,7.83,05/03/2025
MANZANA,MANZANA CHILENA ROYAL,7.5,9.0,8.25,05/03/2025
MANZANA,MANZANA GOLDEN,3.5,4.2,3.93,05/03/2025
MARACUYA,MARACUYA (COSTA),2.2,2.5,2.33,05/03/2025
TUNA,TUNA HUAROCHIRI,3.5,4.0,3.88,05/03/2025
SANDIA,SANDIA,1.0,1.1,1.03,05/03/2025
COCONA,COCONA SELVA,4.5,5.5,5.0,05/03/2025
NARANJA,NARANJA VALENCIA (SELVA),2.5,2.91,2.74,05/03/2025
NARANJA,NARANJA HUANDO,5.5,6.0,5.75,05/03/2025
PI?A,PI?A HAWAYANA,2.3,2.6,2.45,05/03/2025
PI?A,PI?A GOLDEN,1.94,2.22,2.07,05/03/2025
PALTA,PALTA FUERTE (COSTA),4.5,6.0,5.25,05/03/2025
PAPAYA,PAPAYA SELVA,1.25,1.56,1.39,05/03/2025
MELOCOTON,MELOCOTON,5.5,6.5,6.13,05/03/2025
MEMBRILLO,MEMBRILLO,3.2,4.0,3.5,05/03/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,6.5,8.0,7.13,05/03/2025
OTRAS FRUTAS,GRANADA (COSTA),7.0,9.0,7.75,05/03/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),2.5,3.5,3.0,05/03/2025
OTRAS FRUTAS,LUCUMA,6.5,8.0,7.13,05/03/2025
OTRAS FRUTAS,CIRUELA,4.0,5.0,4.67,05/03/2025
OTRAS FRUTAS,PITAHAYA,4.5,5.5,5.0,05/03/2025
OTRAS FRUTAS,PACAY,5.5,7.0,6.17,05/03/2025
OTRAS FRUTAS,ARANDANOS,10.0,15.0,12.5,05/03/2025
COCO,COCO(COSTA/SELVA),2.0,2.67,2.33,05/03/2025
CHIRIMOYA,CHIRIMOYA CUMBE,5.5,7.0,6.25,05/03/2025
MANDARINA,MANDARINA,2.5,3.3,2.95,05/03/2025
MELON,MELON,1.5,1.8,1.65,05/03/2025
GUANABANA,GUANABANA,5.0,6.5,5.75,05/03/2025
ACELGA,ACELGA,3.5,4.0,3.75,06/03/2025
AJI,AJI AMARILLO SECO,15.0,16.0,15.5,06/03/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3.5,4.0,3.75,06/03/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),11.0,12.0,11.5,06/03/2025
AJI,AJI SECO PANCA,14.0,15.0,14.5,06/03/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),2.22,2.78,2.57,06/03/2025
AJI,AJI PAPRIKA,13.0,14.0,13.5,06/03/2025
AJO,AJO PELADO,8.5,9.0,8.75,06/03/2025
AJO,AJO CRIOLLO O NAPURI,8.5,9.5,9.25,06/03/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,12.0,13.0,12.63,06/03/2025
ALBAHACA,ALBAHACA,3.85,4.62,4.24,06/03/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,3.5,4.5,4.0,06/03/2025
APIO,APIO,4.0,5.33,4.92,06/03/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),5.0,5.5,5.2,06/03/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,4.5,5.0,4.7,06/03/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),3.2,4.8,4.3,06/03/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),2.0,2.67,2.27,06/03/2025
CAIGUA,CAIGUA (SELVA),1.67,2.0,1.85,06/03/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.5,1.75,1.58,06/03/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.65,0.8,0.73,06/03/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1.3,1.8,1.53,06/03/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,1.0,1.3,1.2,06/03/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1.6,1.8,1.68,06/03/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),2.0,2.5,2.33,06/03/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),1.0,1.14,1.08,06/03/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),1.0,1.14,1.04,06/03/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),2.67,3.33,2.92,06/03/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,1.79,2.02,1.9,06/03/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,8.0,7.0,06/03/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.5,3.5,3.0,06/03/2025
FREJOL,FREJOL VERDE CANARIO,3.2,3.5,3.4,06/03/2025
HABA,HABA VERDE SERRANA,0.9,1.2,1.05,06/03/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.41,1.76,1.62,06/03/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,9.0,11.0,10.38,06/03/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,4.17,5.0,4.69,06/03/2025
HORTALIZAS CHINAS,PACCHOY,8.33,10.0,8.96,06/03/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),7.0,8.0,7.38,06/03/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,06/03/2025
HORTALIZAS CHINAS,BROCOLI,2.2,3.0,2.5,06/03/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),3.48,4.35,4.02,06/03/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.67,2.0,1.79,06/03/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.33,4.0,3.58,06/03/2025
LECHUGA,LECHUGA SERRANA SEDA,3.0,3.33,3.17,06/03/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.67,2.0,1.79,06/03/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,06/03/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,06/03/2025
LIMON,LIMON CITRICO CAJON,2.17,2.61,2.41,06/03/2025
LIMON,LIMON CITRICO BOLSA,2.22,2.44,2.33,06/03/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.9,2.1,2.0,06/03/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,06/03/2025
NABO,NABO (CRIOLLO/SERRANO),5.0,5.5,5.25,06/03/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,06/03/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,06/03/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.4,2.7,2.55,06/03/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.2,2.5,2.35,06/03/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,2.3,2.6,2.45,06/03/2025
PAPA,PAPA AMARILLA,2.3,2.6,2.45,06/03/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.75,0.9,0.84,06/03/2025
PAPA,PAPA COLOR/VALLE/OTROS,1.05,1.25,1.14,06/03/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.75,2.0,1.89,06/03/2025
PAPA,PAPA HUAMANTANGA,1.7,1.9,1.83,06/03/2025
PAPA,PAPA NEGRA ANDINA,0.8,1.0,0.9,06/03/2025
PAPA,PAPA PERUANITA (INJERTO),1.7,1.9,1.8,06/03/2025
PAPA,PAPA YUNGAY,0.75,0.9,0.84,06/03/2025
PAPA,PAPA UNICA,1.3,1.5,1.38,06/03/2025
PAPA,PAPA CANCHAN,0.8,1.0,0.91,06/03/2025
PEPINILLO,PEPINILLO,0.83,1.33,1.04,06/03/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),3.5,4.0,3.75,06/03/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,6.39,7.22,6.88,06/03/2025
PORO,PORO (CRIOLLO/SERRANO),1.92,2.31,2.17,06/03/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),4.67,5.33,4.84,06/03/2025
TOMATE,TOMATE CHERRY,5.0,5.0,5.0,06/03/2025
TOMATE,TOMATE ORGANICO,4.0,4.0,4.0,06/03/2025
TOMATE,TOMATE KATIA,3.64,3.95,3.83,06/03/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,2.2,2.6,2.43,06/03/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),2.1,2.6,2.4,06/03/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),0.73,1.0,0.82,06/03/2025
ZAPALLO,ZAPALLO ITALIANO,0.67,1.0,0.86,06/03/2025
ZAPALLO,ZAPALLO LOCHE,8.67,10.67,9.67,06/03/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.1,1.5,1.28,06/03/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,06/03/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,06/03/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.5,1.67,1.56,06/03/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,06/03/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,06/03/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,06/03/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,06/03/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,06/03/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,06/03/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,06/03/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,06/03/2025
OTROS PROD.AGRIC.,YACON,5.0,7.0,6.0,06/03/2025
OTROS PROD.AGRIC.,AGUAYMANTO,6.0,7.0,6.45,06/03/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,4.5,5.5,5.0,06/03/2025
OTROS PROD.AGRIC.,ACEITUNA,19.0,23.0,21.25,06/03/2025
CARAMBOLA,CARAMBOLA,1.5,2.08,1.79,06/03/2025
DURAZNO,DURAZNO,4.0,6.0,5.13,06/03/2025
FRESA,FRESA ROJA,4.0,6.0,5.13,06/03/2025
GRANADILLA,GRANADILLA (SELVA),5.5,6.5,6.0,06/03/2025
PEPINO,PEPINO RAYADO O MELON,3.0,4.0,3.63,06/03/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,06/03/2025
PLATANOS,PLATANOS SEDA,2.43,2.57,2.5,06/03/2025
PLATANOS,PLATANOS ISLA,2.5,3.5,2.95,06/03/2025
