Producto,Variedad,Volumen (TM),Fecha
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),40,12/01/2025
AJO,AJO PELADO,10,12/01/2025
AJO,AJO CRIOLLO O NAPURI,102,12/01/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,88,12/01/2025
ALBAHACA,ALBAHACA,21,12/01/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,1,12/01/2025
APIO,APIO,100,12/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),44,12/01/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,77,12/01/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),3,12/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),27,12/01/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,180,12/01/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,57,12/01/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,32,12/01/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1428,12/01/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),29,12/01/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),1,12/01/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),7,12/01/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),39,12/01/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,466,12/01/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,12/01/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),145,12/01/2025
HABA,HABA VERDE SERRANA,48,12/01/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),6,12/01/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,3,12/01/2025
HORTALIZAS CHINAS,PACCHOY,1,12/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),86,12/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,10,12/01/2025
HORTALIZAS CHINAS,BROCOLI,77,12/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),13,12/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),190,12/01/2025
LECHUGA,LECHUGA CRIOLLA SEDA,5,12/01/2025
LIMON,LIMON CITRICO CAJON,32,12/01/2025
LIMON,LIMON CITRICO BOLSA,307,12/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,118,12/01/2025
NABO,NABO (CRIOLLO/SERRANO),15,12/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),23,12/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),12,12/01/2025
PAPA,PAPA AMARILLA,30,12/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1849,12/01/2025
PAPA,PAPA PERUANITA (INJERTO),10,12/01/2025
PAPA,PAPA YUNGAY,2,12/01/2025
PAPA,PAPA UNICA,167,12/01/2025
PAPA,PAPA CANCHAN,444,12/01/2025
PEPINILLO,PEPINILLO,55,12/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),29,12/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,20,12/01/2025
PORO,PORO (CRIOLLO/SERRANO),21,12/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),11,12/01/2025
TOMATE,TOMATE CHERRY,1,12/01/2025
TOMATE,TOMATE ORGANICO,58,12/01/2025
TOMATE,TOMATE KATIA,228,12/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,33,12/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),203,12/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),411,12/01/2025
ZAPALLO,ZAPALLO ITALIANO,9,12/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),76,12/01/2025
OTROS PROD.AGRIC.,ALFALFA,26,12/01/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,27,12/01/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,0,12/01/2025
CARAMBOLA,CARAMBOLA,1,12/01/2025
DURAZNO,DURAZNO,1,12/01/2025
FRESA,FRESA ROJA,4,12/01/2025
PLATANOS,PLATANOS SEDA,33,12/01/2025
PLATANOS,PLATANOS ISLA,2,12/01/2025
PLATANOS,PLATANOS BISCOCHITO,1,12/01/2025
PLATANOS,PLATANOS BELLACO,28,12/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,36,12/01/2025
MANZANA,MANZANA GOLDEN,22,12/01/2025
MARACUYA,MARACUYA (COSTA),135,12/01/2025
SANDIA,SANDIA,17,12/01/2025
NARANJA,NARANJA VALENCIA (SELVA),17,12/01/2025
PIÑA,PIÑA GOLDEN,16,12/01/2025
PALTA,PALTA FUERTE (COSTA),19,12/01/2025
PAPAYA,PAPAYA SELVA,10,12/01/2025
MEMBRILLO,MEMBRILLO,2,12/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,79,13/01/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),2,13/01/2025
AJI,AJI SECO PANCA,31,13/01/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),194,13/01/2025
AJO,AJO PELADO,13,13/01/2025
AJO,AJO CRIOLLO O NAPURI,167,13/01/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,4,13/01/2025
ALBAHACA,ALBAHACA,11,13/01/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,3,13/01/2025
APIO,APIO,68,13/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),54,13/01/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,28,13/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),63,13/01/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),4,13/01/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,136,13/01/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,38,13/01/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1378,13/01/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),26,13/01/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),11,13/01/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),18,13/01/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),30,13/01/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,340,13/01/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,13/01/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),135,13/01/2025
HABA,HABA VERDE SERRANA,32,13/01/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,12,13/01/2025
HORTALIZAS CHINAS,PACCHOY,2,13/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),118,13/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,13,13/01/2025
HORTALIZAS CHINAS,BROCOLI,31,13/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),3,13/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),107,13/01/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3,13/01/2025
LECHUGA,LECHUGA SERRANA SEDA,6,13/01/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1,13/01/2025
LIMON,LIMON CITRICO CAJON,50,13/01/2025
LIMON,LIMON CITRICO BOLSA,974,13/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,71,13/01/2025
NABO,NABO (CRIOLLO/SERRANO),5,13/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),21,13/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),3,13/01/2025
PAPA,PAPA AMARILLA,1,13/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,687,13/01/2025
PEPINILLO,PEPINILLO,142,13/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),15,13/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,47,13/01/2025
PORO,PORO (CRIOLLO/SERRANO),19,13/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),5,13/01/2025
TOMATE,TOMATE KATIA,171,13/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,22,13/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),71,13/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),241,13/01/2025
ZAPALLO,ZAPALLO ITALIANO,20,13/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),80,13/01/2025
OTROS PROD.AGRIC.,ALFALFA,32,13/01/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,13/01/2025
FRESA,FRESA ROJA,2,13/01/2025
PLATANOS,PLATANOS SEDA,12,13/01/2025
PLATANOS,PLATANOS BISCOCHITO,1,13/01/2025
PLATANOS,PLATANOS BELLACO,49,13/01/2025
UVA,UVA BORGOÑA NEGRA,0,13/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,8,13/01/2025
MARACUYA,MARACUYA (COSTA),135,13/01/2025
SANDIA,SANDIA,1,13/01/2025
NARANJA,NARANJA VALENCIA (SELVA),3,13/01/2025
PIÑA,PIÑA HAWAYANA,4,13/01/2025
PIÑA,PIÑA GOLDEN,11,13/01/2025
PALTA,PALTA FUERTE (COSTA),36,13/01/2025
PAPAYA,PAPAYA SELVA,16,13/01/2025
MEMBRILLO,MEMBRILLO,4,13/01/2025
OTRAS FRUTAS,ARANDANOS,1,13/01/2025
ACELGA,ACELGA,1,14/01/2025
AJI,AJI AMARILLO SECO,9,14/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,119,14/01/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),1,14/01/2025
AJI,AJI SECO PANCA,6,14/01/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),92,14/01/2025
AJO,AJO PELADO,22,14/01/2025
AJO,AJO CRIOLLO O NAPURI,174,14/01/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,30,14/01/2025
ALBAHACA,ALBAHACA,30,14/01/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,6,14/01/2025
APIO,APIO,125,14/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),95,14/01/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,77,14/01/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),9,14/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),61,14/01/2025
